dr_no,date_rptd,date_occ,time_occ,hour,day_of_week,month,year,is_weekend,area_name,crm_cd_desc,vict_age,vict_sex,weapon_desc,status_desc,lat,lon
210105319,2021-02-01,2021-01-22,1500,15,Friday,1,2021,0,Central,BURGLARY FROM VEHICLE,71,M,,Adult Other,34.0533,-118.2361
242006593,2024-03-01,2024-02-13,1000,10,Tuesday,2,2024,0,Olympic,THEFT OF IDENTITY,74,M,,Invest Cont,34.0598,-118.2941
231813282,2023-07-12,2023-07-11,130,1,Tuesday,7,2023,0,Southeast,VEHICLE - STOLEN,0,,,Invest Cont,33.9389,-118.2328
221209420,2022-03-30,2022-03-02,36,0,Wednesday,3,2022,0,77th Street,THEFT OF IDENTITY,32,F,,Invest Cont,33.958,-118.3177
230911534,2023-07-08,2023-05-29,1325,13,Monday,5,2023,0,Van Nuys,THEFT OF IDENTITY,69,F,,Invest Cont,34.1611,-118.4443
210120081,2021-11-08,2021-11-08,600,6,Monday,11,2021,0,Central,INTIMATE PARTNER - SIMPLE ASSAULT,21,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,34.0533,-118.2561
240907537,2024-04-03,2024-04-01,1646,16,Monday,4,2024,0,Van Nuys,SHOPLIFTING - PETTY THEFT ($950 & UNDER),46,F,,Invest Cont,34.1564,-118.463
230711733,2023-07-07,2023-05-26,1300,13,Friday,5,2023,0,Wilshire,VEHICLE - STOLEN,0,,,Adult Arrest,34.0473,-118.3213
230714741,2023-09-17,2023-09-10,2035,20,Sunday,9,2023,1,Wilshire,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,X,,Invest Cont,34.0669,-118.3456
222008861,2022-04-21,2022-04-21,512,5,Thursday,4,2022,0,Olympic,THEFT PLAIN - PETTY ($950 & UNDER),34,M,,Invest Cont,34.0561,-118.302
230310508,2023-05-07,2023-05-07,1830,18,Sunday,5,2023,1,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",49,F,PIPE/METAL PIPE,Adult Other,34.0109,-118.3089
211408564,2021-03-23,2021-03-23,300,3,Tuesday,3,2021,0,Pacific,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",48,F,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,33.972,-118.4301
210615766,2021-09-12,2021-09-12,430,4,Sunday,9,2021,1,Hollywood,CHILD NEGLECT (SEE 300 W.I.C.),0,M,,Adult Arrest,34.098,-118.3447
201906236,2020-02-15,2020-02-15,1645,16,Saturday,2,2020,1,Mission,INTIMATE PARTNER - SIMPLE ASSAULT,22,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,34.2421,-118.4261
231009624,2023-05-26,2023-05-26,1200,12,Friday,5,2023,0,West Valley,BURGLARY,42,M,,Invest Cont,34.1762,-118.5123
230308787,2023-04-03,2023-04-03,2225,22,Monday,4,2023,0,Southwest,TRESPASSING,22,X,,Adult Other,34.0222,-118.333
221412236,2022-06-12,2022-06-11,1634,16,Saturday,6,2022,1,Pacific,BATTERY - SIMPLE ASSAULT,68,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,33.9974,-118.4463
211705763,2021-02-12,2021-02-12,1,0,Friday,2,2021,0,Devonshire,INTIMATE PARTNER - SIMPLE ASSAULT,49,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,34.2682,-118.4996
221607477,2022-04-20,2022-03-17,2100,21,Thursday,3,2022,0,Foothill,BURGLARY FROM VEHICLE,27,M,,Invest Cont,34.2437,-118.3731
202011653,2020-07-01,2020-07-01,2100,21,Wednesday,7,2020,0,Olympic,THEFT PLAIN - PETTY ($950 & UNDER),28,F,,Adult Other,34.0652,-118.2878
200815280,2020-10-13,2020-10-13,1825,18,Tuesday,10,2020,0,West LA,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),54,M,,Invest Cont,34.0465,-118.4683
211514745,2021-09-18,2021-09-18,1610,16,Saturday,9,2021,1,N Hollywood,VEHICLE - STOLEN,0,,,Adult Arrest,34.1697,-118.3834
211207422,2021-02-22,2021-02-22,2115,21,Monday,2,2021,0,77th Street,CONTEMPT OF COURT,35,F,,Invest Cont,33.9667,-118.2889
231418420,2023-10-07,2023-10-07,230,2,Saturday,10,2023,1,Pacific,BURGLARY,0,X,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,33.9586,-118.3935
230221266,2023-11-20,2023-11-20,200,2,Monday,11,2023,0,Rampart,VEHICLE - STOLEN,0,,,Invest Cont,34.0747,-118.2686
210113097,2021-07-07,2021-07-06,1730,17,Tuesday,7,2021,0,Central,BURGLARY,0,X,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,34.0341,-118.2591
240114711,2024-07-16,2024-07-16,910,9,Tuesday,7,2024,0,Central,TRESPASSING,0,X,,Invest Cont,34.0488,-118.2518
241006621,2024-03-13,2024-03-13,830,8,Wednesday,3,2024,0,West Valley,BATTERY - SIMPLE ASSAULT,48,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.18,-118.5388
201216033,2020-07-06,2020-07-06,1230,12,Monday,7,2020,0,77th Street,ROBBERY,27,M,UNKNOWN FIREARM,Adult Other,33.9892,-118.2915
202014170,2020-09-02,2020-09-02,2340,23,Wednesday,9,2020,0,Olympic,THEFT PLAIN - PETTY ($950 & UNDER),21,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.0564,-118.2879
230126019,2023-12-10,2023-12-10,1,0,Sunday,12,2023,1,Central,BURGLARY FROM VEHICLE,31,M,,Invest Cont,34.034,-118.2651
210311265,2021-06-06,2021-06-05,2000,20,Saturday,6,2021,1,Southwest,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),32,M,,Invest Cont,34.0163,-118.3339
220607175,2022-03-09,2022-03-08,1610,16,Tuesday,3,2022,0,Hollywood,BURGLARY FROM VEHICLE,0,X,,Invest Cont,34.0962,-118.3266
200415733,2020-12-08,2020-12-03,800,8,Thursday,12,2020,0,Hollenbeck,VEHICLE - STOLEN,0,,,Invest Cont,34.0472,-118.2198
230412916,2023-09-30,2023-09-30,650,6,Saturday,9,2023,1,Hollenbeck,VEHICLE - STOLEN,0,,,Invest Cont,34.0637,-118.1972
231707386,2023-03-23,2023-03-12,1100,11,Sunday,3,2023,1,Devonshire,BURGLARY FROM VEHICLE,45,M,,Invest Cont,34.2468,-118.5426
210618609,2021-11-05,2021-11-05,1645,16,Friday,11,2021,0,Hollywood,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",6,F,GLASS,Invest Cont,34.1017,-118.3078
222105350,2022-02-07,2022-02-06,2000,20,Sunday,2,2022,1,Topanga,INTIMATE PARTNER - SIMPLE ASSAULT,28,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,34.1904,-118.6059
231610531,2023-07-28,2023-07-27,2318,23,Thursday,7,2023,0,Foothill,VEHICLE - STOLEN,0,,,Invest Cont,34.274,-118.4203
220204014,2021-12-31,2021-10-01,1015,10,Friday,10,2021,0,Rampart,THEFT OF IDENTITY,50,F,,Invest Cont,34.0605,-118.2695
210312349,2021-06-28,2021-06-27,1,0,Sunday,6,2021,1,Southwest,TRESPASSING,41,F,,Invest Cont,34.0155,-118.2978
231217250,2023-08-04,2023-08-03,2328,23,Thursday,8,2023,0,77th Street,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",41,F,HAND GUN,Invest Cont,33.9691,-118.309
202111638,2020-07-12,2020-06-30,2000,20,Tuesday,6,2020,0,Topanga,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),27,M,,Invest Cont,34.192,-118.5785
211711552,2021-08-16,2021-08-16,510,5,Monday,8,2021,0,Devonshire,ROBBERY,52,M,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,Invest Cont,34.2283,-118.5361
210208432,2021-04-20,2020-09-20,1620,16,Sunday,9,2020,1,Rampart,SEXUAL PENETRATION W/FOREIGN OBJECT,9,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,34.0478,-118.2711
231210163,2023-04-02,2023-04-02,1117,11,Sunday,4,2023,1,77th Street,THEFT OF IDENTITY,52,F,,Invest Cont,33.9688,-118.2739
220917371,2022-12-16,2022-12-15,2030,20,Thursday,12,2022,0,Van Nuys,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",32,M,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,34.2039,-118.4291
210711732,2021-08-07,2021-08-07,1715,17,Saturday,8,2021,1,Wilshire,"BUNCO, PETTY THEFT",64,M,,Invest Cont,34.0598,-118.3225
200514353,2020-09-20,2020-09-20,700,7,Sunday,9,2020,1,Harbor,INTIMATE PARTNER - SIMPLE ASSAULT,23,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,33.7909,-118.2975
241507219,2024-03-06,2024-03-06,1410,14,Wednesday,3,2024,0,N Hollywood,TRESPASSING,0,X,,Invest Cont,34.172,-118.3789
210814368,2021-09-14,2021-09-10,810,8,Friday,9,2021,0,West LA,THEFT PLAIN - PETTY ($950 & UNDER),37,F,,Invest Cont,34.0747,-118.4601
211307223,2021-03-13,2021-03-13,1800,18,Saturday,3,2021,1,Newton,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,14,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.0124,-118.2487
230204981,2023-01-23,2023-01-22,740,7,Sunday,1,2023,1,Rampart,INTIMATE PARTNER - SIMPLE ASSAULT,31,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,34.0763,-118.2932
230314803,2023-08-06,2023-08-05,1530,15,Saturday,8,2023,1,Southwest,PICKPOCKET,21,M,,Invest Cont,34.0146,-118.2872
231515222,2023-09-23,2023-09-23,130,1,Saturday,9,2023,1,N Hollywood,VEHICLE - STOLEN,0,,,Invest Cont,34.1912,-118.4036
230218301,2023-09-30,2023-09-30,1015,10,Saturday,9,2023,1,Rampart,OTHER MISCELLANEOUS CRIME,0,X,UNKNOWN FIREARM,Invest Cont,34.0778,-118.2801
201115308,2020-10-31,2020-10-29,1930,19,Thursday,10,2020,0,Northeast,BURGLARY,42,F,,Invest Cont,34.1241,-118.1714
241111792,2024-10-29,2024-10-26,2300,23,Saturday,10,2024,1,Northeast,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",38,F,,Invest Cont,34.0827,-118.2239
230205496,2023-01-25,2023-01-20,1611,16,Friday,1,2023,0,Rampart,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,X,,Adult Arrest,34.0786,-118.2788
211606726,2021-04-06,2021-04-06,334,3,Tuesday,4,2021,0,Foothill,BURGLARY FROM VEHICLE,58,M,,Invest Cont,34.2632,-118.3271
221113767,2022-09-12,2022-09-12,740,7,Monday,9,2022,0,Northeast,ATTEMPTED ROBBERY,60,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.0909,-118.2917
201813323,2020-06-30,2020-06-30,1700,17,Tuesday,6,2020,0,Southeast,CRIMINAL THREATS - NO WEAPON DISPLAYED,39,M,VERBAL THREAT,Invest Cont,33.9431,-118.2326
200708170,2020-04-10,2020-04-10,1840,18,Friday,4,2020,0,Wilshire,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",29,M,HAND GUN,Adult Arrest,34.0474,-118.3225
210409108,2021-05-28,2021-05-27,1800,18,Thursday,5,2021,0,Hollenbeck,BURGLARY,0,M,,Invest Cont,34.0191,-118.2083
220611560,2022-06-09,2022-06-06,340,3,Monday,6,2022,0,Hollywood,BURGLARY,0,X,,Invest Cont,34.0998,-118.349
211005123,2021-02-06,2021-02-05,2345,23,Friday,2,2021,0,West Valley,INTIMATE PARTNER - SIMPLE ASSAULT,41,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.1778,-118.536
222011011,2022-06-10,2022-06-10,2045,20,Friday,6,2022,0,Olympic,INTIMATE PARTNER - SIMPLE ASSAULT,20,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,34.0385,-118.3067
210120609,2021-11-17,2021-11-17,545,5,Wednesday,11,2021,0,Central,ROBBERY,23,F,KNIFE WITH BLADE 6INCHES OR LESS,Invest Cont,34.0585,-118.2403
201220096,2020-09-07,2020-09-07,55,0,Monday,9,2020,0,77th Street,VEHICLE - STOLEN,0,,,Invest Cont,33.9802,-118.3245
220717036,2022-11-26,2022-11-26,1029,10,Saturday,11,2022,1,Wilshire,THEFT PLAIN - PETTY ($950 & UNDER),32,M,,Invest Cont,34.0836,-118.3487
200706867,2020-03-02,2020-02-29,2000,20,Saturday,2,2020,1,Wilshire,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",81,M,,Invest Cont,34.0611,-118.3681
230321490,2023-12-20,2023-12-16,800,8,Saturday,12,2023,1,Southwest,VEHICLE - STOLEN,0,,,Invest Cont,34.0074,-118.285
210319483,2021-11-28,2021-11-28,1035,10,Sunday,11,2021,1,Southwest,THEFT PLAIN - PETTY ($950 & UNDER),20,X,,Adult Other,34.0274,-118.2765
221414406,2022-07-29,2022-07-27,1000,10,Wednesday,7,2022,0,Pacific,DOCUMENT FORGERY / STOLEN FELONY,56,F,,Invest Cont,33.9608,-118.3962
240706428,2024-02-27,2024-02-27,1630,16,Tuesday,2,2024,0,Wilshire,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,X,,Invest Cont,34.0501,-118.3442
240108527,2024-03-05,2024-03-05,1030,10,Tuesday,3,2024,0,Central,BURGLARY FROM VEHICLE,40,F,,Invest Cont,34.0601,-118.2502
210315364,2021-09-03,2021-09-02,1,0,Thursday,9,2021,0,Southwest,BIKE - STOLEN,26,M,,Invest Cont,34.0281,-118.2788
211808676,2021-04-06,2021-04-06,1830,18,Tuesday,4,2021,0,Southeast,BATTERY - SIMPLE ASSAULT,40,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,33.9427,-118.2391
221006366,2022-03-04,2022-03-03,1900,19,Thursday,3,2022,0,West Valley,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,10,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,34.2048,-118.54
211911752,2021-08-07,2021-08-07,1115,11,Saturday,8,2021,1,Mission,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,X,,Invest Cont,34.261,-118.4698
220710570,2022-06-19,2022-06-18,2359,23,Saturday,6,2022,1,Wilshire,ROBBERY,54,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,34.0558,-118.3706
222006104,2022-02-18,2021-11-01,1500,15,Monday,11,2021,0,Olympic,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,,,Invest Cont,34.0537,-118.2878
221007288,2022-03-28,2022-03-27,900,9,Sunday,3,2022,1,West Valley,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",45,M,,Invest Cont,34.1975,-118.5335
211906431,2021-03-09,2021-03-09,2200,22,Tuesday,3,2021,0,Mission,VIOLATION OF RESTRAINING ORDER,27,F,,Adult Other,34.2283,-118.4633
220515207,2022-10-24,2022-10-24,1823,18,Monday,10,2022,0,Harbor,BATTERY - SIMPLE ASSAULT,22,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,33.7324,-118.2858
201811076,2020-05-13,2020-05-13,2220,22,Wednesday,5,2020,0,Southeast,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",21,F,PIPE/METAL PIPE,Adult Other,33.9472,-118.2739
231817017,2023-09-27,2023-09-26,2100,21,Tuesday,9,2023,0,Southeast,BRANDISH WEAPON,67,F,VERBAL THREAT,Invest Cont,33.9347,-118.2319
230604226,2023-01-06,2023-01-06,500,5,Friday,1,2023,0,Hollywood,BURGLARY,28,M,,Invest Cont,34.1182,-118.3695
241911462,2024-09-07,2024-09-05,2200,22,Thursday,9,2024,0,Mission,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,,,Invest Cont,34.2758,-118.4479
231507012,2023-03-13,2023-03-13,1415,14,Monday,3,2023,0,N Hollywood,CHILD ANNOYING (17YRS & UNDER),15,F,,Invest Cont,34.194,-118.4053
222013951,2022-08-17,2022-08-17,1245,12,Wednesday,8,2022,0,Olympic,BURGLARY,49,M,,Invest Cont,34.073,-118.3103
210114137,2021-07-26,2021-07-26,2115,21,Monday,7,2021,0,Central,BURGLARY,0,X,,Adult Other,34.0652,-118.2369
232113853,2023-09-05,2023-08-29,1753,17,Tuesday,8,2023,0,Topanga,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0,M,,Invest Cont,34.1904,-118.6059
221612110,2022-09-06,2022-09-05,2200,22,Monday,9,2022,0,Foothill,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",35,M,,Invest Cont,34.2498,-118.2805
241509169,2024-04-17,2024-04-09,2030,20,Tuesday,4,2024,0,N Hollywood,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",40,M,,Invest Cont,34.1613,-118.4008
200815381,2020-10-19,2020-10-09,208,2,Friday,10,2020,0,West LA,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),38,F,,Invest Cont,34.0381,-118.3782
222012888,2022-08-01,2022-08-01,1920,19,Monday,8,2022,0,Olympic,DISCHARGE FIREARMS/SHOTS FIRED,0,X,SEMI-AUTOMATIC PISTOL,Invest Cont,34.0835,-118.3135
221507622,2022-03-29,2022-03-24,2200,22,Thursday,3,2022,0,N Hollywood,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,,,Invest Cont,34.1567,-118.3855
210604529,2021-01-14,2021-01-13,1730,17,Wednesday,1,2021,0,Hollywood,BURGLARY,51,M,,Invest Cont,34.1131,-118.341
240115259,2024-07-23,2024-07-23,715,7,Tuesday,7,2024,0,Central,TRESPASSING,0,X,,Invest Cont,34.0561,-118.2375
220514638,2022-10-07,2022-09-26,800,8,Monday,9,2022,0,Harbor,THEFT OF IDENTITY,63,M,,Invest Cont,33.7458,-118.318
231808914,2023-04-11,2023-04-11,1558,15,Tuesday,4,2023,0,Southeast,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0,X,,Invest Cont,33.9601,-118.2651
211410545,2021-04-28,2021-04-28,300,3,Wednesday,4,2021,0,Pacific,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),39,F,,Invest Cont,33.995,-118.4054
210510954,2021-07-01,2021-07-01,1315,13,Thursday,7,2021,0,Harbor,VIOLATION OF RESTRAINING ORDER,38,M,,Invest Cont,33.7823,-118.2419
220308019,2022-03-24,2021-12-17,1245,12,Friday,12,2021,0,Southwest,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",68,M,,Invest Cont,34.0146,-118.313
200907423,2020-03-14,2020-03-12,2100,21,Thursday,3,2020,0,Van Nuys,BURGLARY FROM VEHICLE,27,M,,Invest Cont,34.1827,-118.4465
240310249,2024-05-06,2024-05-03,1430,14,Friday,5,2024,0,Southwest,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",23,X,,Invest Cont,34.0182,-118.2824
231321193,2023-11-27,2023-11-26,1200,12,Sunday,11,2023,1,Newton,VEHICLE - STOLEN,0,,,Invest Cont,33.9755,-118.2696
221816852,2022-09-04,2022-09-04,1545,15,Sunday,9,2022,1,Southeast,BATTERY - SIMPLE ASSAULT,23,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,33.9602,-118.2564
220509845,2022-06-04,2022-06-04,1415,14,Saturday,6,2022,1,Harbor,BATTERY - SIMPLE ASSAULT,60,M,UNKNOWN WEAPON/OTHER WEAPON,Adult Arrest,33.7365,-118.2923
222012005,2022-07-06,2022-07-06,1110,11,Wednesday,7,2022,0,Olympic,OTHER ASSAULT,39,M,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,34.055,-118.2866
242113579,2024-12-05,2024-12-04,1100,11,Wednesday,12,2024,0,Topanga,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",75,F,,Invest Cont,34.201,-118.6103
231519709,2023-12-31,2023-12-27,2240,22,Wednesday,12,2023,0,N Hollywood,TRESPASSING,0,X,,Adult Arrest,34.167,-118.3759
232008761,2023-04-25,2023-04-25,730,7,Tuesday,4,2023,0,Olympic,INTIMATE PARTNER - SIMPLE ASSAULT,34,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.0654,-118.3041
241908403,2024-04-30,2024-04-10,1800,18,Wednesday,4,2024,0,Mission,THEFT OF IDENTITY,18,F,,Invest Cont,34.2343,-118.4418
200322231,2020-12-23,2020-12-23,2100,21,Wednesday,12,2020,0,Southwest,VANDALISM - MISDEAMEANOR ($399 OR UNDER),37,F,,Invest Cont,34.0173,-118.3528
200915300,2020-09-30,2020-09-30,350,3,Wednesday,9,2020,0,Van Nuys,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",38,M,BLUNT INSTRUMENT,Adult Arrest,34.203,-118.4458
201912528,2020-07-26,2020-07-26,1030,10,Sunday,7,2020,1,Mission,BURGLARY,57,F,,Invest Cont,34.2536,-118.4564
220615936,2022-09-07,2022-09-05,833,8,Monday,9,2022,0,Hollywood,THEFT OF IDENTITY,40,M,,Invest Cont,34.0908,-118.3114
220316517,2022-09-08,2022-09-08,1645,16,Thursday,9,2022,0,Southwest,BIKE - STOLEN,22,M,,Invest Cont,34.022,-118.289
200910347,2020-05-31,2020-05-31,2117,21,Sunday,5,2020,1,Van Nuys,BURGLARY,35,F,,Invest Cont,34.153,-118.4487
201808663,2020-03-24,2020-03-24,1800,18,Tuesday,3,2020,0,Southeast,ATTEMPTED ROBBERY,22,M,KNIFE WITH BLADE 6INCHES OR LESS,Invest Cont,33.9483,-118.2329
230910790,2023-06-19,2023-06-19,1130,11,Monday,6,2023,0,Van Nuys,BATTERY - SIMPLE ASSAULT,52,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,34.1847,-118.4465
211219569,2021-09-13,2021-09-13,1700,17,Monday,9,2021,0,77th Street,ROBBERY,0,X,HAND GUN,Invest Cont,33.9883,-118.2915
201015270,2020-11-20,2020-11-19,500,5,Thursday,11,2020,0,West Valley,BURGLARY,64,F,,Invest Cont,34.2093,-118.523
231222402,2023-11-01,2023-11-01,1650,16,Wednesday,11,2023,0,77th Street,CHILD PORNOGRAPHY,24,M,,Invest Cont,33.9708,-118.2783
220716805,2022-11-20,2022-11-19,2300,23,Saturday,11,2022,1,Wilshire,BURGLARY,21,X,,Invest Cont,34.0385,-118.3485
211612798,2021-10-26,2021-10-25,1730,17,Monday,10,2021,0,Foothill,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",32,M,,Invest Cont,34.276,-118.4187
240511799,2024-10-07,2024-10-05,1000,10,Saturday,10,2024,1,Harbor,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,,,Invest Cont,33.7866,-118.3044
231913893,2023-09-08,2023-09-08,330,3,Friday,9,2023,0,Mission,TRESPASSING,44,F,,Adult Arrest,34.2231,-118.4699
241913787,2024-12-16,2024-12-14,1915,19,Saturday,12,2024,1,Mission,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",24,F,,Invest Cont,34.2815,-118.4589
201900927,2020-10-31,2020-10-31,1110,11,Saturday,10,2020,1,Mission,FAILURE TO YIELD,0,M,,Adult Arrest,34.2267,-118.4704
210111720,2021-06-11,2021-06-11,2230,22,Friday,6,2021,0,Central,BATTERY - SIMPLE ASSAULT,41,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.0441,-118.241
231116360,2023-12-02,2023-12-01,1445,14,Friday,12,2023,0,Northeast,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",0,,,Invest Cont,34.1,-118.2874
240704581,2024-01-13,2023-12-29,1210,12,Friday,12,2023,0,Wilshire,THEFT PLAIN - PETTY ($950 & UNDER),32,F,,Invest Cont,34.0708,-118.3563
211224622,2021-12-06,2021-12-05,1700,17,Sunday,12,2021,1,77th Street,VEHICLE - STOLEN,0,,,Invest Cont,33.9609,-118.2976
230605418,2023-02-02,2023-01-25,1500,15,Wednesday,1,2023,0,Hollywood,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),25,F,,Invest Cont,34.1017,-118.3572
200613766,2020-08-10,2020-08-10,1230,12,Monday,8,2020,0,Hollywood,BRANDISH WEAPON,23,M,KNIFE WITH BLADE 6INCHES OR LESS,Invest Cont,34.1016,-118.3391
222106023,2022-02-23,2022-02-22,30,0,Tuesday,2,2022,0,Topanga,BIKE - STOLEN,46,M,,Invest Cont,34.192,-118.5906
201714737,2020-10-27,2020-10-26,1400,14,Monday,10,2020,0,Devonshire,VEHICLE - STOLEN,0,,,Invest Cont,34.251,-118.4784
220908861,2022-05-06,2022-04-06,700,7,Wednesday,4,2022,0,Van Nuys,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),65,X,,Invest Cont,34.1721,-118.4389
220713515,2022-08-29,2022-08-29,1805,18,Monday,8,2022,0,Wilshire,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0,X,ROCK/THROWN OBJECT,Invest Cont,34.0486,-118.3383
230410824,2023-07-28,2023-07-27,1700,17,Thursday,7,2023,0,Hollenbeck,ARSON,0,X,,Invest Cont,34.0574,-118.194
230907450,2023-03-29,2023-03-28,700,7,Tuesday,3,2023,0,Van Nuys,OTHER ASSAULT,47,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.2085,-118.4698
202113964,2020-09-18,2020-09-17,2000,20,Thursday,9,2020,0,Topanga,INTIMATE PARTNER - SIMPLE ASSAULT,35,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,34.2011,-118.5863
232013811,2023-08-07,2023-08-07,1920,19,Monday,8,2023,0,Olympic,INTIMATE PARTNER - SIMPLE ASSAULT,43,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,34.0424,-118.3034
231509924,2023-05-18,2023-05-17,1540,15,Wednesday,5,2023,0,N Hollywood,BATTERY - SIMPLE ASSAULT,23,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.1576,-118.4009
221501119,2022-10-21,2022-10-21,1900,19,Friday,10,2022,0,N Hollywood,BURGLARY,36,M,,Adult Arrest,34.1767,-118.373
241509255,2024-04-19,2024-03-18,1250,12,Monday,3,2024,0,N Hollywood,INTIMATE PARTNER - SIMPLE ASSAULT,41,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,34.1577,-118.3702
200815064,2020-10-09,2020-09-30,1315,13,Wednesday,9,2020,0,West LA,DOCUMENT FORGERY / STOLEN FELONY,46,M,,Invest Cont,34.0473,-118.4768
201811101,2020-05-14,2020-04-20,900,9,Monday,4,2020,0,Southeast,THEFT OF IDENTITY,79,M,,Invest Cont,33.921,-118.2836
222109321,2022-05-18,2022-05-18,1920,19,Wednesday,5,2022,0,Topanga,BATTERY - SIMPLE ASSAULT,36,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Juv Other,34.2011,-118.5863
